task_id,family,mean_entropy_top20_nl,mean_entropy_top20_python,mean_entropy_valid_vocab_nl,mean_entropy_valid_vocab_python,mean_p1_nl,mean_p1_python,mean_top20_mass_nl,mean_top20_mass_python,delta_entropy_top20,delta_entropy_valid_vocab
absolute_values,element_transform,0.8296605322199563,0.4179137789736463,0.9277591694900322,0.47041653123596916,0.7318174682912373,0.8769069500267506,0.9856205859354562,0.9938704582552115,0.41174675324631,0.45734263825406307
adjacent_differences,adjacent_transform,0.9828204702165338,0.447602679177079,1.0928717320465724,0.5189747512453221,0.6746291986626564,0.8547027308700813,0.9860896203787096,0.9907170285781225,0.5352177910394549,0.5738969808012503
adjacent_sums,adjacent_transform,0.9649882988993932,0.5142434873619837,1.0776410320144236,0.5745548635502619,0.6990901494310017,0.825061117186614,0.9852221297415215,0.9926777828669717,0.45074481153740953,0.5030861684641618
anti_diagonal_sum,diagonal_aggregate,1.3485565011640743,0.4381451222361172,1.5897706923413832,0.49724130997635135,0.5809673913464111,0.8638430537741169,0.9642433086603773,0.9910274334982329,0.9104113789279571,1.092529382365032
are_disjoint,set_relation,1.0792998966985736,0.6072401278101469,1.185199231851375,0.7513675099058498,0.6638598132064972,0.8151903453693595,0.9871058237963709,0.9781878481629075,0.4720597688884267,0.43383172194552533
binary_search_exact,binary_search,1.329443283715526,0.3995224215969546,1.6713884161926353,0.4773038190167011,0.5771537638573534,0.874243390531494,0.9484586327364951,0.9880219048414475,0.9299208621185713,1.1940845971759342
binary_search_insertion,binary_search,1.1255539567042654,0.43203190442301925,1.3518028658576648,0.4858862419110874,0.6331919099973596,0.8588078008144481,0.9662582410322488,0.9926982823517095,0.6935220522812462,0.8659166239465774
binary_to_integer,base_conversion,1.121801283091818,0.5828914160292857,1.2850450937426192,0.6753839458657526,0.6222834286152148,0.8179958877072,0.975247020230574,0.9872035520118579,0.5389098670625323,0.6096611478768666
bubble_sort_ascending,bubble_sort,1.1119260566895364,0.30422607457635237,1.2769363685338002,0.3432166770905826,0.6504354144589187,0.8997638071085508,0.975853486171177,0.9947845951104775,0.8076999821131841,0.9337196914432175
bubble_sort_descending,bubble_sort,1.1349248555184737,0.28527604309431975,1.303449276885068,0.31055064287302697,0.6419914434873709,0.9073470067846906,0.9754914951988974,0.9970534793186537,0.8496488124241539,0.9928986340120411
chunks_fixed_size,chunking,1.0537667354713822,0.5371641043665376,1.250357855361484,0.6296633774699228,0.6739020290664457,0.8301416289371749,0.9729277557619823,0.9871801448365053,0.5166026311048446,0.6206944778915612
chunks_pairs,chunking,1.261204667161736,0.49396209168996735,1.4897243643534326,0.576623341640175,0.6114474817006675,0.8468965469522679,0.9669278420783854,0.9883900656767771,0.7672425754717687,0.9131010227132575
clamp_values,bounded_numeric_transform,0.7716338103709295,0.43611881678802883,0.8657629230572272,0.4997977936812428,0.7577977342198986,0.8605877282663101,0.9882273507672688,0.9916078749612437,0.33551499358290066,0.36596512937598447
contains_target,membership_test,0.9035340787051954,0.5012090840066472,0.9888858932423643,0.583989169394287,0.7108178359206004,0.8493132440580262,0.9899943545300474,0.989215189218521,0.4023249946985482,0.4048967238480773
contains_zero,membership_test,1.025532677738773,0.4039465344453099,1.1418547035447835,0.4441221101519293,0.6775442659683611,0.8792136705469811,0.9853937188555911,0.9951084687792022,0.6215861432934631,0.6977325933928542
count_above,threshold_count,0.8486874647852448,0.507283918968373,0.9267399710231746,0.600337740932228,0.716963196521491,0.847726513305281,0.9910073394089741,0.9882294173933502,0.3414035458168718,0.3264022300909466
count_below,threshold_count,0.8386903791925778,0.4846278375908175,0.9188326364870067,0.5762454515466572,0.7188822924311644,0.861949499983054,0.9907890844189264,0.9882999464996859,0.3540625416017603,0.34258718494034957
count_character,char_count,0.9204309831014256,0.5403964226792787,0.9946430261983396,0.6352067686920667,0.6910247176788212,0.8348361894226911,0.9908196421230541,0.9872717805076064,0.3800345604221469,0.35943625750627284
count_digits,digit_count,1.1092205554514782,0.4297676855324107,1.2647718920307336,0.4815808903928656,0.6311594989521289,0.8613042551228124,0.9777391142542324,0.9935594613735491,0.6794528699190676,0.783191001637868
count_divisors,divisors,1.2026479049236514,0.3480979054495401,1.3818238924723119,0.3970111605179409,0.6320893440085152,0.891615690311624,0.975596726561586,0.9937702893217405,0.8545499994741113,0.9848127319543709
count_equal_neighbors,adjacent_analysis,1.1169780684209363,0.4024830244606798,1.237061266037706,0.4597580027063624,0.6303685722317584,0.8804470506581393,0.9844405139147332,0.9927406365221197,0.7144950439602564,0.7773032633313437
count_even,parity_count,0.9980237396451196,0.3872707431830349,1.0994440684250246,0.4310227923551186,0.6700113983652383,0.8882994463046391,0.9877170465748618,0.9944687614838282,0.6107529964620847,0.668421276069906
count_even_digits,digit_count,1.1487070341291616,0.3202623437757777,1.3199125914606114,0.35728929799378184,0.6219626267114257,0.9028755850642106,0.9749902074555795,0.9954844586184767,0.828444690353384,0.9626232934668295
count_increases,adjacent_analysis,1.0225286939877527,0.4084502066373552,1.1277197526019382,0.5286700529056058,0.6479089631689618,0.8801348388959199,0.9862004318133448,0.9833011600451592,0.6140784873503975,0.5990496996963325
count_odd,parity_count,0.9956457089046361,0.4149389226170266,1.1009586823638529,0.4631911640316199,0.6689049552919136,0.8741557384530703,0.9872540132039123,0.9937409798304241,0.5807067862876095,0.6377675183322329
count_primes_up_to,primality,1.113490736369233,0.32537708367389395,1.3112512822059754,0.38584827911340097,0.653243328295095,0.8997925515445496,0.9726754799250594,0.9912435549466507,0.7881136526953391,0.9254030030925744
count_unique_words,word_count,0.8500241541108231,0.5451612470994492,0.942940924625443,0.6072905760193343,0.7321333708060903,0.8334606873091831,0.9877373854739746,0.9922629351256996,0.30486290701137386,0.33565034860610865
count_vowels,char_count,0.8103477446465858,0.4261441112709387,0.9091009287336081,0.47604024550987295,0.7384325370468474,0.8700826813777288,0.9877185764688031,0.99396191961397,0.38420363337564706,0.4330606832237352
count_words,word_count,1.0012730773181406,0.5307365168728644,1.0931564525785316,0.585269534842126,0.6929114305699563,0.8462115393744575,0.9882177814298313,0.9936400528938051,0.47053656044527625,0.5078869177364056
dedupe_first,deduplication,0.953188122613799,0.40799275899577575,1.0310050450797592,0.4838579535200551,0.6895527186847868,0.8811646580696105,0.9908366924240476,0.9901507248481115,0.5451953636180233,0.5471470915597041
dedupe_last,deduplication,0.9887860054482555,0.41869248799689335,1.0939928254423041,0.5077688719640817,0.6808528899987284,0.8730815399666222,0.9871557109503666,0.9878860501205029,0.5700935174513622,0.5862239534782224
digit_product,digit_aggregate,1.1068727688485607,0.39534531613880824,1.2979050144261004,0.4488450165562227,0.6533551221635161,0.8792372765095253,0.9728803086180647,0.9931707105985502,0.7115274527097524,0.8490599978698776
digit_sum,digit_aggregate,1.186494033690708,0.35749110944944856,1.364229810298534,0.40455932158931124,0.6163490018804585,0.8951321554377797,0.9741055902737772,0.9943511132302323,0.8290029242412593,0.9596704887092227
factorial_iterative,factorial_product,1.206961566516062,0.37707883376745627,1.3833901124646857,0.42696080265801634,0.6166160307009858,0.8931914516934404,0.9761646043249113,0.9937265048155913,0.8298827327486058,0.9564293098066694
fibonacci_first_n,fibonacci,1.403914916027477,0.4709732033505916,1.6650014865168423,0.5488110342364837,0.5512349693243285,0.8526592454486491,0.9600439993986986,0.9890236661051833,0.9329417126768855,1.1161904522803585
fibonacci_nth,fibonacci,1.34730077865463,0.5722139707525019,1.6261182977180608,0.6632430713692749,0.5718251795065824,0.8172660561623397,0.9566453436220236,0.9866720420342906,0.7750868079021281,0.962875226348786
filter_mapping_by_value,dictionary_transform,0.5495657200238319,0.3912647863844447,0.5849836898233854,0.4429685243097021,0.8312660847047363,0.8827647586137148,0.9964500479023867,0.9938014879788833,0.1583009336393872,0.14201516551368332
filter_negative,sign_filter,0.7932790251158396,0.36541208464768715,0.8652153667865955,0.40061723192634974,0.7419287637710049,0.8889685301927098,0.9914888203908861,0.9959204688406826,0.42786694046815243,0.46459813486024576
filter_nonnegative,sign_filter,0.8212265691524431,0.3916720389645958,0.9002075812451636,0.4516406633391674,0.7373307198326736,0.8846540754167442,0.9906185231441818,0.9923958615360097,0.4295545301878473,0.44856691790599623
first_even_index,first_match_index,0.9840933196634238,0.3174457025573247,1.107273558136436,0.34633265378724903,0.6899686293961765,0.9013428638378779,0.9838279948100911,0.9967743347088497,0.6666476171060991,0.7609409043491868
first_negative_index,first_match_index,1.0125084916805944,0.40643409947442044,1.1570351462044686,0.45556356965722555,0.6831346334100843,0.868398000796636,0.981144303569684,0.9939953926447277,0.606074392206174,0.701471576547243
flatten_lists,flatten_one_level,1.1386016197042699,0.5095178951844246,1.336077637142605,0.6147070465723804,0.6471354326716175,0.8399496513761973,0.9740794404053394,0.9860402899875975,0.6290837245198453,0.7213705905702247
flatten_pairs,flatten_one_level,0.908766360141528,0.3592227359754358,1.0012479854317813,0.41623862081243884,0.7225391773077158,0.888453869325946,0.9896302933876332,0.9928761286065232,0.5495436241660923,0.5850093646193424
frequency_map_chars,frequency_map,0.9157204128086868,0.38517332506930213,0.9985422024672682,0.45672247556626494,0.6994639141391022,0.8800265125508578,0.990677677019678,0.9904666977858394,0.5305470877393846,0.5418197269010032
frequency_map_items,frequency_map,0.7689540470207129,0.32930641317984993,0.8139897199215914,0.38703024522715307,0.7464058640027287,0.9012422049945256,0.9952268841290715,0.9921038825556918,0.439647633840863,0.42695947469443835
gcd_list,gcd_family,1.1856442466708306,0.5039978412001451,1.4499668017440552,0.596699704151169,0.6298933390893603,0.8467923722233969,0.959708506247623,0.9880684432638961,0.6816464054706854,0.8532670975928862
gcd_two,gcd_family,1.013364343445689,0.47735421207319934,1.1688330912716174,0.596885723044276,0.7022354956814851,0.8500370119387904,0.9779287163858061,0.9831679780036211,0.5360101313724897,0.5719473682273414
group_by_first_character,grouping,1.0025094717048988,0.4098657882560979,1.1457084853124495,0.46630336496253016,0.6947171689262466,0.8650777511298656,0.9792566247402674,0.9929703828361299,0.5926436834488009,0.6794051203499194
group_by_length,grouping,0.9868189849875625,0.4144980789723555,1.1261057915360995,0.4775355292880829,0.7014638898455031,0.8747895463615998,0.979381846703165,0.9916887283325195,0.572320906015207,0.6485702622480165
insertion_sort_ascending,insertion_sort,1.2605180143028178,0.26380824238795814,1.4344540592643522,0.29975033909688464,0.6202106424557265,0.9154000795260071,0.9756170365331848,0.9954713111619155,0.9967097719148597,1.1347037201674675
insertion_sort_descending,insertion_sort,1.303072209757716,0.2630302538720095,1.4904136422714451,0.29000157513582453,0.6071952257318736,0.917019053656194,0.9737365472701288,0.9968924694922235,1.0400419558857066,1.2004120671356207
integer_to_binary,base_conversion,1.1423105572058265,0.3769499639458127,1.3747985131493279,0.43006089123760277,0.6333939307614377,0.876003421925836,0.9658497127524592,0.9932565483072446,0.7653605932600138,0.9447376219117252
invert_unique_map,dictionary_transform,0.8462644981918857,0.41344292310637054,0.9441138627007604,0.47627562337276014,0.7371101845055819,0.8693591952323914,0.9886796201268832,0.992255402040911,0.4328215750855151,0.4678382393280002
is_nondecreasing,monotonicity,0.9782307286977128,0.32203299771337895,1.0818273029139924,0.35253468930744997,0.6780231977983188,0.8914292355378469,0.9876606413113174,0.996487377308033,0.6561977309843339,0.7292926136065425
is_prime,primality,1.0362258164124933,0.23449091071724748,1.2186228470199822,0.2582013517108592,0.6753966420118527,0.9331723095009719,0.9741276084743045,0.9974157565484697,0.8017349056952459,0.960421495309123
is_strictly_increasing,monotonicity,0.9650254758413542,0.2731725104152227,1.0704791010310402,0.29844480364648757,0.6808535339254321,0.915578211452944,0.987209925747881,0.9971093235286416,0.6918529654261315,0.7720342973845526
is_subset,set_relation,0.9231662469348688,0.5891800916219201,1.0162199599261599,0.7369547428235271,0.7018984787423035,0.8161620650720852,0.9890904693767942,0.9768893302127878,0.33398615531294873,0.27926521710263275
keep_letters,string_filter,0.8127004833445061,0.455417061086606,0.9036734901012681,0.528181421863674,0.7258805171854195,0.8659537561513759,0.9895286121587644,0.9913962323356557,0.35728342225790005,0.37549206823759407
lcm_list,lcm_family,1.2989546526581173,0.5566595452995228,1.6117091442357416,0.6610340300534969,0.5931128916965501,0.8211299144213902,0.9541277481807962,0.9854832388007123,0.7422951073585945,0.9506751141822447
lcm_two,lcm_family,0.9412123626634806,0.6581684431843718,1.104718825709854,0.7650478847208433,0.6997458850184651,0.7902435592065254,0.9792323163840577,0.9857646702892251,0.2830439194791088,0.33967094098901063
least_frequent,mode_selection,1.37625611423139,0.4675219185477342,1.746418700650186,0.5611829202951695,0.5758282488212872,0.8506086734930675,0.9447079019107881,0.9867791149351332,0.9087341956836559,1.1852357803550164
linear_first_index,linear_search,1.1673827285323675,0.49159138836745236,1.3809594291332765,0.5689528913274428,0.6269292640711078,0.8387310487920777,0.971308170229781,0.9905973751293985,0.6757913401649152,0.8120065378058338
linear_last_index,linear_search,1.148257960779752,0.5873376815655899,1.369702594504164,0.6857241321607704,0.6508244768686949,0.8134029994276587,0.9685381169349304,0.9871886337571073,0.5609202792141622,0.6839784623433937
list_divisors,divisors,1.1739106638537298,0.34520742457037595,1.3620984449742302,0.40295525673770766,0.6245926706701196,0.8987831120091062,0.9744766066151281,0.9926927511230877,0.8287032392833538,0.9591431882365224
list_palindrome,palindrome_test,1.281442633595098,0.39393344611812603,1.5079144634715302,0.47343819005952054,0.5820814947680971,0.8790046198604008,0.9685249305837522,0.989092158464094,0.8875091874769718,1.0344762734120097
main_diagonal_sum,diagonal_aggregate,1.2335217376960423,0.3883399813256498,1.4017548044667654,0.43323175683472076,0.6003871446321493,0.8834357971946399,0.9767016729115308,0.993913348019123,0.8451817563703925,0.9685230476320446
matrix_column_sums,matrix_aggregate,1.165323565912768,0.40228551144617164,1.2907794706538203,0.46809615428671164,0.6142858827397937,0.8775599553139561,0.9845887417988802,0.9902702427427644,0.7630380544665964,0.8226833163671086
matrix_contains,matrix_search,1.0226550222576678,0.4516601023354094,1.1472343329744576,0.5341907662069915,0.6731558029725103,0.865477434310474,0.9848337157433775,0.9879942834377289,0.5709949199222584,0.6130435667674662
matrix_find_position,matrix_search,0.9949353041015883,0.3495559476937795,1.1602170559394562,0.4068453221914223,0.6816637307150751,0.8940954669028199,0.9757560781943493,0.992370924642009,0.6453793564078087,0.7533717337480339
matrix_row_sums,matrix_aggregate,1.0158369179972213,0.4280933252148003,1.1029172996285943,0.4898691988517383,0.6608461298477911,0.870635759846412,0.9896765497562366,0.9914560502013209,0.587743592782421,0.613048100776856
merge_sorted_ascending,merge_sorted,1.149335015401313,0.2435300236693035,1.3495800632776487,0.277090523947493,0.6452340175984083,0.9200776753363717,0.9714655760261749,0.9955229106165445,0.9058049917320096,1.0724895393301557
merge_sorted_descending,merge_sorted,1.172519317664275,0.25619898869431873,1.3859276183087514,0.28877955826274504,0.6365962773561478,0.9145587423132069,0.9694729855767004,0.9957522311929005,0.9163203289699562,1.0971480600460064
minmax_normalize,bounded_numeric_transform,0.767402733100626,0.438019421010408,0.8512177021381978,0.49428847994222397,0.7581303701823593,0.8538240934611254,0.9898959294598327,0.9926351312814014,0.329383312090218,0.35692922219597384
most_frequent,mode_selection,1.3879792808907017,0.4249469167404458,1.7272309324239996,0.4972552192275826,0.5641408050940635,0.8652335187461642,0.9501438128009911,0.990046317047543,0.9630323641502558,1.229975713196417
moving_average_three,sliding_window,1.1992433987208158,0.42751568241007193,1.393140118845821,0.4944872191052064,0.6252043936943908,0.8626122263174701,0.9719754288009569,0.9904057469715161,0.7717277163107439,0.8986528997406147
numeric_palindrome,numeric_reverse,1.1682859697198082,0.38213038234567837,1.3907996449682358,0.44681861642265525,0.6321317844211108,0.8755339748076976,0.9680483612749312,0.991335897754355,0.7861555873741299,0.9439810285455805
ordered_intersection,ordered_intersection,0.7442575581371784,0.4889899533159526,0.8439000104942048,0.6145684049125218,0.7746993782930076,0.8588922115663687,0.9880317480613788,0.9834956184029578,0.25526760482122585,0.22933160558168297
ordered_unique_intersection,ordered_intersection,0.7708579549122424,0.5147653263312407,0.8555679578156697,0.6498304542190402,0.7601717293262481,0.84379214386568,0.9902487556139628,0.9811058699661959,0.2560926285810017,0.20573750359662957
partition_by_sign,partition,0.8763338163775461,0.4115078811392256,0.9822240660507832,0.4813115945399167,0.7344808884525812,0.8681305574196511,0.9873710954061119,0.9909689851378144,0.46482593523832055,0.5009124715108665
partition_by_threshold,partition,1.0793459678609525,0.42311286460970815,1.2008908242387797,0.5232607829138494,0.660443324876088,0.8666555967249407,0.9854737161308207,0.986162263981926,0.6562331032512443,0.6776300413249303
product_one_to_n,factorial_product,1.2453655027426207,0.4268568019958762,1.419105734771643,0.5034014566639303,0.5852090584544035,0.874072129273007,0.9768722638105735,0.9903967197124773,0.8185087007467444,0.9157042781077126
remove_digits,string_filter,0.8307423112464362,0.41769667650652603,0.9402914464302445,0.488183395616943,0.7268414737164289,0.8787226823338291,0.9871711895383637,0.9912820688465186,0.41304563473991013,0.4521080508133015
reverse_integer,numeric_reverse,1.0810924450439678,0.4038871099096118,1.2755464806968149,0.47726822012993625,0.6606270124779102,0.8711007999686095,0.9704350142896034,0.9894838344592314,0.6772053351343561,0.7982782605668786
