task_id,family,mean_entropy_top20_nl,mean_entropy_top20_python,mean_entropy_valid_vocab_nl,mean_entropy_valid_vocab_python,mean_p1_nl,mean_p1_python,mean_top20_mass_nl,mean_top20_mass_python,delta_entropy_top20,delta_entropy_valid_vocab
absolute_values,element_transform,0.7788699993998277,0.32894461663143676,0.8558432440210764,0.3485591012304212,0.7442711966635264,0.8984429476161798,0.9894728668168652,0.9980046823620796,0.44992538276839095,0.5072841427906551
adjacent_differences,adjacent_transform,0.8369192452020432,0.3584972926797465,0.9086257195653388,0.38834837106734693,0.7315428716178554,0.8778894807522496,0.9910431384465674,0.9965517789953284,0.4784219525222967,0.5202773484979919
adjacent_sums,adjacent_transform,0.8413426231596066,0.32972586690613354,0.9243682320517155,0.3502732690081911,0.7309932204485955,0.8851605930649642,0.989477445796075,0.997759352339075,0.511616756253473,0.5740949630435244
anti_diagonal_sum,diagonal_aggregate,1.4013142412957282,0.3542305756148916,1.6689319280886101,0.39030645963829064,0.5595074504403923,0.8852974043633693,0.9581856723622034,0.9952914539055948,1.0470836656808367,1.2786254684503195
are_disjoint,set_relation,1.0162000656784496,0.4824918595202748,1.1442620109809543,0.5517791955286176,0.6668253062556987,0.8481542634707625,0.9853214281728896,0.9912720431563674,0.5337082061581748,0.5924828154523366
binary_search_exact,binary_search,1.4512579614302827,0.3078012055553276,1.8656469584771933,0.37739427011404153,0.5347887508746751,0.902504421231281,0.9356220809999941,0.9896896611580738,1.143456755874955,1.4882526883631517
binary_search_insertion,binary_search,1.1629376959144075,0.3744780361354835,1.42665154102943,0.4363758993490136,0.6327883877259896,0.8742504917017717,0.9620017648165953,0.9916003600854442,0.788459659778924,0.9902756416804164
binary_to_integer,base_conversion,1.0020503697660663,0.3820154277664985,1.188130780608238,0.42818763449618574,0.6722776886649581,0.886721368421588,0.971303791278089,0.9942629107257778,0.6200349419995679,0.7599431461120523
bubble_sort_ascending,bubble_sort,1.0406620999575251,0.21886260283240463,1.181387867909004,0.233351568290292,0.6649150281415728,0.9262637572956609,0.9807654167032824,0.9983841665498502,0.8217994971251205,0.9480362996187119
bubble_sort_descending,bubble_sort,1.0743875645805627,0.21037802908507652,1.2272700309079558,0.22315160332945086,0.6462966361613365,0.9275724790690146,0.9787781357701824,0.9985679558345248,0.8640095354954862,1.004118427578505
chunks_fixed_size,chunking,1.0185095590838966,0.480448473867569,1.243007020895271,0.5843492186765683,0.6949892344025823,0.8468868976750342,0.9682184381918474,0.9859872800963266,0.5380610852163277,0.6586578022187027
chunks_pairs,chunking,1.2424987274725492,0.4312534872650657,1.4912974059568571,0.4979995417452301,0.6205750829656459,0.8706531084866987,0.9632530544715499,0.9909169748425484,0.8112452402074835,0.993297864211627
clamp_values,bounded_numeric_transform,0.7437155164816737,0.3362585181679856,0.8439696534296471,0.38656361670900447,0.7654213410444303,0.8960948576780293,0.98724370831799,0.993514281102267,0.4074569983136881,0.4574060367206427
contains_target,membership_test,0.884020159674427,0.38033335826023373,1.0058501900025532,0.41687035515982035,0.718452335318624,0.8806753923495609,0.9849902078642853,0.9956274688243866,0.5036868014141933,0.5889798348427329
contains_zero,membership_test,0.9529594390042746,0.3130532629234614,1.0612727561337223,0.3354374246296122,0.6920932251481658,0.8997585698105824,0.9865709792903173,0.9974981806744104,0.6399061760808131,0.7258353315041102
count_above,threshold_count,0.8034310817717581,0.3831203653357271,0.905544689486851,0.4369535487306469,0.7396297911226394,0.8881484553740736,0.9873301511364324,0.9934475029769696,0.4203107164360311,0.46859114075620406
count_below,threshold_count,0.7875114727713582,0.39464051339918543,0.8927537711520147,0.45103227468809975,0.7529701871309608,0.8877873347516645,0.9869142084367692,0.9931532766735344,0.3928709593721728,0.44172149646391495
count_character,char_count,0.7762190351661827,0.3560831903119004,0.8511917004140005,0.39178233191322714,0.7541140301093932,0.8925325420864841,0.9908112172451284,0.9958765783853698,0.42013584485428235,0.45940936850077335
count_digits,digit_count,0.9277744873989168,0.3493031337416958,1.0378901020685347,0.38107723468288485,0.7024460026964608,0.8824405647241153,0.9849090969069224,0.9962751524061219,0.578471353657221,0.6568128673856499
